ID	Symbols	Sites	Feature	Effect	HRD3Avs2A_2A	HRD3Avs2A_3A
FBXL16-R	FBXL16		R		-0.214678735977968	0.214678735977972
CCR1-G	CCR1		G		0.1752853879518049	-0.1752853879518049
SURF1-G	SURF1		G		-0.904870841447088	0.904870841447088
GSTA2-R	GSTA2		R		0.859349594513139	-0.8593495945131421
IQSEC2-G	IQSEC2		G		-0.527757086032725	0.527757086032724
IQSEC1-G	IQSEC1		G		-0.3873301473910771	0.387330147391076
SURF2-G	SURF2		G		-0.810926965989338	0.810926965989338
ADHFE1-G	ADHFE1		G		-0.0247792661951397	0.0247792661951397
IQSEC3-G	IQSEC3		G		0.715078795800625	-0.715078795800625
SURF4-G	SURF4		G		0.0294159681704932	-0.0294159681704934
TBCEL-P-S342	TBCEL	S342	P		0.690431807665043	-0.690431807665043
KAT6A-P-S420	KAT6A	S420	P		0.893161086241266	-0.893161086241266
KLHL1-R	KLHL1		R		0.400259074367254	-0.400259074367257
ARHGAP23-P-S361	ARHGAP23	S361	P		-0.9300655834945832	0.9300655834945832
OR6C75-R	OR6C75		R		-0.64196352447526	0.6419635244752679
AHNAK-P-S3294	AHNAK	S3294	P		0.7024820296893001	-0.7024820296893001
EPB41L4A-R	EPB41L4A		R		-0.66902543441195	0.669025434411955
PHYHD1-P-S5	PHYHD1	S5	P		0.939729475622864	-0.939729475622864
CD40-G	CD40		G		0.3751031093433621	-0.375103109343363
RFXANK-R	RFXANK		R		-0.265303181503922	0.265303181503915
ARPIN-R	ARPIN		R		-0.518360369439043	0.5183603694390421
TRIM28-P-S501	TRIM28	S501	P		0.715059749379568	-0.7150597493795658
CD3E-G	CD3E		G		0.919987762306715	-0.919987762306715
PDPK1-P-T37	PDPK1	T37	P		-0.7197840444748042	0.719784044474805
EPB41L2-P-S92	EPB41L2	S92	P		0.768659241419048	-0.7686592414190491
CD38-G	CD38		G		-0.9315972085527628	0.931597208552762
SLC17A2-R	SLC17A2		R		-0.612019619738209	0.6120196197382061
CD36-G	CD36		G		5.436967249061E-4	-5.436967249061E-4
CD34-G	CD34		G		0.59080028415044	-0.59080028415044
CD33-G	CD33		G		0.448794191766697	-0.4487941917666961
FLT3-R	FLT3		R		0.11354473933489	-0.113544739334891
CCT3-G	CCT3		G		-0.1688459803623259	0.1688459803623259
CD53-G	CD53		G		0.243184239814981	-0.243184239814981
SNX17-P-S415	SNX17	S415	P		-0.670505467563223	0.670505467563222
CCT2-G	CCT2		G		-0.627869132295227	0.627869132295227
MAST4-P-S2442	MAST4	S2442	P		-0.80328445862817	0.80328445862817
SEPTIN6-P-S416	SEPTIN6	S416	P		-0.834533509714687	0.834533509714686
PARP1-P-S177	PARP1	S177	P		-0.700830223683345	0.700830223683345
ATP2B4-P-S328	ATP2B4	S328	P		-0.980528539076256	0.980528539076256
UHRF1BP1L-P-S418	UHRF1BP1L	S418	P		-0.7385647929870559	0.738564792987057
LARGE1-R	LARGE1		R		0.7978917721207379	-0.797891772120741
PDRG1-G	PDRG1		G		-0.103044131996291	0.103044131996291
CCDC105-R	CCDC105		R		-0.8846374191389119	0.884637419138907
VIM-P-S438	VIM	S438	P		0.5610229363016271	-0.561022936301629
DGLUCY-R	DGLUCY		R		-0.3762575179840461	0.3762575179840391
GRIFIN-R	GRIFIN		R		-0.612019619738209	0.6120196197382061
SRRM2-P-S2171	SRRM2	S2171	P		-0.5839321445699139	0.5839321445699139
GRAP2-R	GRAP2		R		0.202426016913766	-0.202426016913767
KAZN-P-S14	KAZN	S14	P		-0.71457321793637	0.714573217936372
CD48-G	CD48		G		0.774909256978195	-0.774909256978195
CD47-G	CD47		G		-0.6439771892721861	0.6439771892721851
ADCY7-R	ADCY7		R		0.0128971030441136	-0.0128971030441133
CD46-G	CD46		G		-0.0511094507982835	0.0511094507982835
PHPT1-R	PHPT1		R		-0.731680279317874	0.7316802793178699
CD44-G	CD44		G		0.203285210716983	-0.203285210716984
CD63-G	CD63		G		0.837069803737802	-0.8370698037378042
PARD6B-R	PARD6B		R		-0.155450840590256	0.155450840590257
CD5L-G	CD5L		G		0.0136320173472995	-0.0136320173472993
MIS12-G	MIS12		G		-0.0958705018413553	0.0958705018413559
GHR-R	GHR		R		0.6388704119969101	-0.638870411996908
LILRA2-R	LILRA2		R		0.610593035535084	-0.610593035535077
RABEP1-P-S374	RABEP1	S374	P		-0.546843169946676	0.546843169946674
EAPP-R	EAPP		R		-0.4117830651432489	0.411783065143262
HOMER3-P-S256	HOMER3	S256	P		0.529599631746742	-0.529599631746742
GPC1-G	GPC1		G		0.0011957739526119	-0.001195773952612
ANKRD55-R	ANKRD55		R		0.0068054053457105	-0.0068054053457103
CDK5RAP2-P-S1490	CDK5RAP2	S1490	P		0.996838504445778	-0.996838504445778
HSP90AB1-P-S532	HSP90AB1	S532	P		0.700105872432456	-0.700105872432457
SRSF2-P-S26	SRSF2	S26	P		-0.4287129673252539	0.428712967325253
FRYL-P-T1959	FRYL	T1959	P		0.7735347307120091	-0.7735347307120091
CD59-G	CD59		G		0.746101883203789	-0.746101883203789
CCT8-G	CCT8		G		-0.309685592400985	0.309685592400985
CD58-G	CD58		G		0.0656623771192621	-0.0656623771192622
GPC4-G	GPC4		G		0.11982184832294	-0.11982184832294
CCT7-G	CCT7		G		-0.543443713313277	0.543443713313278
GSG1L-R	GSG1L		R		0.8644856629365609	-0.86448566293656
RHPN2-P-S652	RHPN2	S652	P		0.979811989890537	-0.979811989890537
GPC6-G	GPC6		G		7.22285998481029E-7	-7.22285998481029E-7
CCT5-G	CCT5		G		-0.5108058623223011	0.5108058623223011
CD55-G	CD55		G		0.0333227396495475	-0.0333227396495473
CCT4-G	CCT4		G		-0.580029295158113	0.5800292951581121
SLCO2B1-R	SLCO2B1		R		0.0647118309502742	-0.0647118309502732
LOXL4-R	LOXL4		R		0.224024832534023	-0.224024832534022
CD74-G	CD74		G		-0.7889380179529059	0.788938017952907
RANBP10-P-S365-S369	RANBP10	S365|S369	P		-0.8546023359703149	0.8546023359703149
MAP3K5-P-S958	MAP3K5	S958	P		-0.775313687708146	0.775313687708146
TMEM266-R	TMEM266		R		0.8022832625520531	-0.8022832625520541
CBX5-R	CBX5		R		-0.70404987558211	0.704049875582107
TEKT1-R	TEKT1		R		-0.265229552928218	0.26522955292822
NOL4-R	NOL4		R		-0.612019619738209	0.6120196197382061
GPAM-G	GPAM		G		0.126015743592694	-0.126015743592693
CD68-G	CD68		G		0.4793757802781721	-0.479375780278173
CAMSAP1-P-S416	CAMSAP1	S416	P		-0.94835112592969	0.94835112592969
KIF4A-P-S801	KIF4A	S801	P		-0.9651295830249852	0.965129583024986
CD84-G	CD84		G		0.8885849107679251	-0.8885849107679251
LRRFIP1-P-S735	LRRFIP1	S735	P		-0.8424722665715321	0.842472266571533
CD82-G	CD82		G		-0.293452949666362	0.293452949666362
CD81-G	CD81		G		0.5940235939147829	-0.594023593914784
PLAT-R	PLAT		R		0.0563583445958267	-0.0563583445958258
ZC3H10-R	ZC3H10		R		-0.5590152656770601	0.559015265677072
DIPK1B-R	DIPK1B		R		0.8061411142409971	-0.8061411142409991
KRTAP5-7-R	KRTAP5-7		R		0.728501670794818	-0.7285016707948291
SIM2-R	SIM2		R		0.841770684305896	-0.8417706843058941
PPFIA1-G	PPFIA1		G		0.235560153127941	-0.235560153127942
SIPA1-P-S839	SIPA1	S839	P		-0.918499342361869	0.918499342361869
LSM11-R	LSM11		R		0.8150697475197131	-0.8150697475197071
SMARCA1-P-S116	SMARCA1	S116	P		-0.8639298153831201	0.863929815383119
PPFIA3-G	PPFIA3		G		-0.666117222074415	0.666117222074415
CHGB-P-S391	CHGB	S391	P		0.962382657226056	-0.9623826572260572
PPFIA2-G	PPFIA2		G		0.8835088220385321	-0.8835088220385321
CA9-R	CA9		R		-0.9608933437337592	0.960893343733764
CORO2A-P-S423	CORO2A	S423	P		0.95791614699016	-0.95791614699016
APBB2-P-S123	APBB2	S123	P		0.7383398712524741	-0.7383398712524749
CD93-G	CD93		G		2.215872252848E-4	-2.215872252848E-4
TCF4-P-S92	TCF4	S92	P		-0.966426912242468	0.966426912242468
SZT2-P-T1941	SZT2	T1941	P		0.970493741071502	-0.970493741071502
OR5V1-R	OR5V1		R		0.824678771712217	-0.824678771712213
TMEM221-R	TMEM221		R		0.752761318145745	-0.7527613181457421
C2CD2L-P-S411	C2CD2L	S411	P		0.937937847976027	-0.937937847976027
CD8A-G	CD8A		G		0.902250405915506	-0.902250405915506
GPD2-G	GPD2		G		-0.0673026761214851	0.0673026761214856
GPD1-G	GPD1		G		0.006669286318635	-0.0066692863186351
CASKIN2-P-S403	CASKIN2	S403	P		0.6381964623499	-0.6381964623499019
GK-R	GK		R		-0.268789241984131	0.268789241984141
RIF1-P-S2348	RIF1	S2348	P		-0.925763847000699	0.925763847000699
OCLN-P-S310	OCLN	S310	P		0.7681801440607751	-0.768180144060776
FNDC5-R	FNDC5		R		0.168216924501563	-0.168216924501561
USP6NL-P-S798	USP6NL	S798	P		-0.8642989273557371	0.8642989273557371
KDM1A-P-S137	KDM1A	S137	P		-0.8350930900402671	0.8350930900402659
LEO1-P-S162	LEO1	S162	P		-0.5005437292691889	0.5005437292691889
GEMIN4-P-T84	GEMIN4	T84	P		-0.8280926381491619	0.8280926381491619
TOR1AIP2-G	TOR1AIP2		G		-0.9890552885337042	0.9890552885337042
SYDE1-R	SYDE1		R		0.0016723454716786	-0.0016723454716787
AIP-P-S43	AIP	S43	P		0.9977507503768608	-0.9977507503768608
PDS5B-G	PDS5B		G		-0.174763534478574	0.174763534478575
IQCH-R	IQCH		R		-0.0010695266697597	0.0010695266697597
RIPOR2-P-S21	RIPOR2	S21	P		-0.834149977506292	0.8341499775062908
PDS5A-G	PDS5A		G		-0.20808806226872	0.20808806226872
RASGRP2-G	RASGRP2		G		0.973088432968738	-0.973088432968738
TOR1AIP1-G	TOR1AIP1		G		0.922713907256515	-0.922713907256516
THAP10-R	THAP10		R		-0.143050041218698	0.143050041218702
MAP1A-P-S1600	MAP1A	S1600	P		0.725539100305867	-0.725539100305867
KIF1B-P-S1053	KIF1B	S1053	P		0.328856620764008	-0.328856620764009
H1FX-G	H1FX		G		-0.0390405116256175	0.039040511625618
NDUFV3-G	NDUFV3		G		0.9921218199366312	-0.9921218199366312
NDUFV2-G	NDUFV2		G		-0.102663551833682	0.102663551833683
NDUFV1-G	NDUFV1		G		-0.3945175569424579	0.39451755694246
CD99-G	CD99		G		0.0394634767641958	-0.0394634767641962
EHBP1L1-P-S964	EHBP1L1	S964	P		-0.959347121066462	0.959347121066464
CCZ1-G	CCZ1		G		0.8076227097920379	-0.8076227097920391
ISG15-G	ISG15		G		-0.864917963601135	0.864917963601135
SRGAP1-P-S416	SRGAP1	S416	P		-0.637564593161067	0.6375645931610661
CAPN13-R	CAPN13		R		-0.8072455097728429	0.807245509772854
ISG20-G	ISG20		G		-0.3660482009877789	0.3660482009877789
H1F0-G	H1F0		G		-0.0994789493396729	0.0994789493396733
DOCK8-P-S451	DOCK8	S451	P		0.7385647929870559	-0.738564792987057
EIF4G1-P-S321	EIF4G1	S321	P		0.670934249090228	-0.670934249090229
MICALL1-P-S578	MICALL1	S578	P		0.994117755990826	-0.9941177559908272
CASP2-P-S157	CASP2	S157	P		-0.4258161993440249	0.4258161993440249
BAIAP2L1-P-T257	BAIAP2L1	T257	P		0.962382657226056	-0.9623826572260572
THUMPD1-R	THUMPD1		R		-0.292664547542629	0.292664547542618
TNRC18-P-S2716	TNRC18	S2716	P		-0.5668096988865811	0.56680969888658
CEP19-R	CEP19		R		-0.6623648804371429	0.6623648804371489
LCP2-R	LCP2		R		0.142501364830713	-0.142501364830711
SEC24D-P-S267	SEC24D	S267	P		0.9742211241264672	-0.974221124126468
GPHN-G	GPHN		G		0.964479054452287	-0.964479054452287
MYEOV-R	MYEOV		R		0.44669130280839	-0.446691302808389
IGKV1D-12-R	IGKV1D-12		R		0.488069160907271	-0.488069160907269
RYR3-R	RYR3		R		0.53675250559093	-0.536752505590924
IL20-R	IL20		R		-0.490305808442405	0.490305808442406
VPS13C-R	VPS13C		R		0.9299383463906958	-0.929938346390702
TSC22D3-P-S188	TSC22D3	S188	P		-0.654068172203338	0.6540681722033399
SORBS2-P-S612	SORBS2	S612	P		0.574859670705029	-0.574859670705029
RAB11FIP1-P-S234	RAB11FIP1	S234	P		0.714094642508714	-0.714094642508712
LINGO1-R	LINGO1		R		-0.7800622113912571	0.7800622113912571
PJA2-G	PJA2		G		0.943165737046074	-0.943165737046073
PJA1-G	PJA1		G		-0.646694847004706	0.6466948470047049
MEX3B-R	MEX3B		R		0.149596931393908	-0.149596931393904
NDUFS8-G	NDUFS8		G		-0.34851923300067	0.34851923300067
DBNL-P-S141	DBNL	S141	P		-0.8023918687519901	0.8023918687519901
NDUFS7-G	NDUFS7		G		-0.612101253759884	0.612101253759886
NDUFS6-G	NDUFS6		G		-0.284080066781216	0.284080066781216
NDUFS5-G	NDUFS5		G		-0.5828397634559461	0.582839763455944
NDUFS4-G	NDUFS4		G		-0.646715344066366	0.646715344066366
ZSCAN18-R	ZSCAN18		R		0.941576348760678	-0.941576348760677
NDUFS3-G	NDUFS3		G		-0.251611241895579	0.251611241895581
CENPE-R	CENPE		R		-0.806462722585769	0.806462722585773
SRSF7-P-S192-S196	SRSF7	S192|S196	P		0.916681313573236	-0.916681313573236
NDUFS2-G	NDUFS2		G		-0.379431775933386	0.379431775933386
NDUFS1-G	NDUFS1		G		-0.666448578011193	0.666448578011193
IL1RL2-R	IL1RL2		R		0.834281195428783	-0.8342811954287859
IGF1R-R	IGF1R		R		-0.114625117566966	0.114625117566966
HACD4-R	HACD4		R		-0.8995396686281121	0.899539668628113
DLST-R	DLST		R		-0.7951355037170841	0.7951355037170759
SYNGR3-R	SYNGR3		R		0.919438192665029	-0.919438192665028
ZNF800-R	ZNF800		R		-0.120248011241366	0.120248011241366
ADPGK-R	ADPGK		R		-0.595630254346073	0.595630254346075
ARHGAP6-R	ARHGAP6		R		0.6177210787431989	-0.617721078743209
TCEAL7-R	TCEAL7		R		0.001434985610982	-0.001434985610982
NDUFB3-R	NDUFB3		R		-0.217361675117957	0.217361675117958
ST8SIA5-R	ST8SIA5		R		0.25863822139166	-0.258638221391656
RTKN-P-S529	RTKN	S529	P		-0.959347121066462	0.959347121066464
ABHD2-R	ABHD2		R		0.552497260050886	-0.5524972600508771
CDC23-P-S588	CDC23	S588	P		-0.88009172664315	0.8800917266431509
TFDP3-R	TFDP3		R		0.7671811394173621	-0.767181139417357
GPRC6A-R	GPRC6A		R		0.8846374191389119	-0.884637419138907
H2AC7-R	H2AC7		R		-0.8072455097728429	0.807245509772854
ZNF318-P-S40	ZNF318	S40	P		-0.960619559242332	0.9606195592423308
PIDD1-R	PIDD1		R		-0.258236359314561	0.2582363593145529
UHRF2-P-S667	UHRF2	S667	P		-0.266845863778085	0.266845863778085
DIPK1A-R	DIPK1A		R		0.0585998128581212	-0.0585998128581209
DGKG-R	DGKG		R		0.9539279362432372	-0.953927936243242
FAM50B-G	FAM50B		G		-0.7986621081991659	0.7986621081991659
CEP170-P-S239	CEP170	S239	P		0.449618695872361	-0.449618695872362
FAM50A-G	FAM50A		G		-0.8721774653401441	0.8721774653401451
TRBV6-1-R	TRBV6-1		R		0.7898746450704791	-0.7898746450704741
RBM34-R	RBM34		R		-0.0467687831718255	0.0467687831718266
AGA-R	AGA		R		-0.7180787941117379	0.7180787941117379
ISG15-R	ISG15		R		0.898347507280384	-0.8983475072803871
SRRT-P-S74	SRRT	S74	P		-0.664419884080293	0.664419884080293
ZMYM1-R	ZMYM1		R		-0.3927190926702	0.392719092670193
FOXS1-R	FOXS1		R		0.0025895147183881	-0.0025895147183881
GOLGA2-R	GOLGA2		R		0.267824053185669	-0.267824053185666
KIAA1522-P-S322	KIAA1522	S322	P		-0.350849787430105	0.350849787430105
TCF4-P-T297	TCF4	T297	P		0.960619559242332	-0.9606195592423308
CWF19L2-P-S479	CWF19L2	S479	P		-0.603072686692293	0.603072686692292
TRGV8-R	TRGV8		R		-0.884513122748664	0.8845131227486591
ELL-R	ELL		R		-0.9996640824012092	0.99966408240121
METTL2A-R	METTL2A		R		-0.206375823831836	0.206375823831837
SPIN2A-G	SPIN2A		G		-0.20572109743749	0.205721097437491
H2BC3-R	H2BC3		R		-0.6964302481939539	0.696430248193951
FYN-R	FYN		R		0.920615775637139	-0.9206157756371428
ZNF154-G	ZNF154		G		-0.7977956318635351	0.7977956318635351
CPB2-R	CPB2		R		0.604428832552261	-0.604428832552264
SLC12A4-P-S46	SLC12A4	S46	P		0.8735479505782611	-0.8735479505782621
GON4L-P-T2105	GON4L	T2105	P		-0.71122293519887	0.7112229351988709
WNT9A-R	WNT9A		R		0.698038207255043	-0.6980382072550351
HGF-R	HGF		R		0.0076528668141127	-0.0076528668141129
EML1-R	EML1		R		0.5639154764665129	-0.56391547646651
SON-P-S1948	SON	S1948	P		0.775313687708146	-0.775313687708146
SZRD1-P-S124	SZRD1	S124	P		0.6817171010525029	-0.681717101052502
H1-4-P-S41	H1-4	S41	P		-0.352657142289217	0.352657142289217
PCYT2-P-S163	PCYT2	S163	P		-0.882253611865208	0.882253611865208
EPB41L1-P-S667	EPB41L1	S667	P		0.6726961461016511	-0.672696146101649
ZNF148-G	ZNF148		G		-0.725331899166905	0.7253318991669059
UBXN1-R	UBXN1		R		-0.138996813398234	0.138996813398233
ZNF146-G	ZNF146		G		-0.735608744451559	0.735608744451559
INTS5-P-S1010	INTS5	S1010	P		-0.552062566425066	0.552062566425066
ZNF143-G	ZNF143		G		-0.0088669262401214	0.0088669262401215
LPIN2-R	LPIN2		R		-0.8587688911694491	0.858768891169447
EPS8L1-P-S182-T187	EPS8L1	S182|T187	P		0.92861207876232	-0.9286120787623208
ANKZF1-P-S361	ANKZF1	S361	P		-0.849310561613239	0.849310561613239
GPN2-G	GPN2		G		0.757776655596867	-0.757776655596867
GPN1-G	GPN1		G		-0.597710463591151	0.597710463591152
CRIM1-R	CRIM1		R		-0.455364970367557	0.455364970367557
GPN3-G	GPN3		G		0.8285679644284141	-0.8285679644284141
ZNF608-R	ZNF608		R		0.301003500874648	-0.301003500874651
SNTG2-R	SNTG2		R		0.866662111133485	-0.8666621111334829
TSC22D3-P-S73	TSC22D3	S73	P		-0.847479524260052	0.847479524260052
FAM114A2-R	FAM114A2		R		-0.934339610101134	0.934339610101132
COL5A3-R	COL5A3		R		1.721564059522E-4	-1.721564059522E-4
PPL-P-S887	PPL	S887	P		0.840059380278905	-0.840059380278905
ZNF132-G	ZNF132		G		-0.468571138151774	0.4685711381517729
ZNF131-G	ZNF131		G		-0.499201934586322	0.499201934586323
OVOL1-R	OVOL1		R		-0.134056123570194	0.134056123570195
SLAIN2-P-S391	SLAIN2	S391	P		-0.957526492150947	0.957526492150947
HACD3-R	HACD3		R		-0.308511545477646	0.308511545477648
KLHL6-R	KLHL6		R		0.0402379208328405	-0.0402379208328395
ZNF707-R	ZNF707		R		-0.880757686685548	0.8807576866855329
PALMD-P-S503	PALMD	S503	P		-0.93764545419078	0.937645454190779
PSMD1-P-T273	PSMD1	T273	P		0.8518085969759879	-0.8518085969759891
MAP3K1-P-S252	MAP3K1	S252	P		-0.856845033058539	0.856845033058537
RPAIN-P-S18	RPAIN	S18	P		-0.941134885372069	0.941134885372069
MKI67-P-S1253	MKI67	S1253	P		0.3615066057895929	-0.3615066057895949
CRX-R	CRX		R		-0.9977839161716412	0.99778391617164
MRPS15-R	MRPS15		R		-0.219572880466658	0.2195728804666629
HAVCR2-G	HAVCR2		G		0.446567835385726	-0.446567835385725
SLURP1-R	SLURP1		R		0.422706931206825	-0.422706931206823
PPP1R9A-R	PPP1R9A		R		-0.311699252556873	0.311699252556873
IGHV3-20-R	IGHV3-20		R		0.109788803457115	-0.109788803457115
SRRM1-P-S431	SRRM1	S431	P		-0.909014176190036	0.909014176190036
TIMM29-G	TIMM29		G		-0.172750090750263	0.172750090750263
SQSTM1-R	SQSTM1		R		-0.3626547126006021	0.3626547126005921
SPTAN1-P-S1557	SPTAN1	S1557	P		0.508644191757954	-0.508644191757955
CKAP5-P-S816	CKAP5	S816	P		-0.643197309142124	0.643197309142125
TIMM23-G	TIMM23		G		-0.323793361149342	0.323793361149343
TPPP-P-S159	TPPP	S159	P		0.7911753416510359	-0.7911753416510371
TIMM22-G	TIMM22		G		-0.0622395848877897	0.0622395848877897
TMEM230-R	TMEM230		R		-0.498985986813336	0.498985986813315
CRTC1-P-S64	CRTC1	S64	P		-0.805578306266278	0.805578306266278
TIMM21-G	TIMM21		G		-0.734492998672923	0.7344929986729241
LRRC25-R	LRRC25		R		0.118515143109753	-0.118515143109756
SLC16A12-R	SLC16A12		R		-0.92144750129492	0.921447501294923
LMNB1-P-T575	LMNB1	T575	P		0.956549771581571	-0.956549771581571
RCOR2-P-S157	RCOR2	S157	P		-0.962279716727122	0.962279716727121
IGF2R-R	IGF2R		R		0.1554519802422219	-0.155451980242221
LSP1-P-S103	LSP1	S103	P		-0.977938306463772	0.977938306463771
GPS1-G	GPS1		G		-0.3936152318286351	0.3936152318286351
ARHGAP35-P-Y1105	ARHGAP35	Y1105	P		-0.991936958817114	0.9919369588171127
STPG2-R	STPG2		R		-0.478892863959393	0.478892863959394
TIMM13-G	TIMM13		G		-0.0155194606888294	0.0155194606888296
KCTD19-R	KCTD19		R		-0.148579526208455	0.148579526208456
GPS2-G	GPS2		G		-0.195059510614414	0.195059510614414
TIMM10-G	TIMM10		G		-0.0360666710101465	0.0360666710101467
OR5AU1-R	OR5AU1		R		0.94788921785682	-0.947889217856819
TRAV8-4-R	TRAV8-4		R		0.6868179197826361	-0.686817919782635
ZNF106-G	ZNF106		G		0.3860507982892221	-0.3860507982892221
ZYX-P-S7	ZYX	S7	P		0.8836405781950791	-0.8836405781950791
GORASP2-P-T225	GORASP2	T225	P		0.885886184311305	-0.885886184311305
KHDC4-R	KHDC4		R		-0.262259407533644	0.262259407533644
NOL4L-P-S17	NOL4L	S17	P		-0.910934274603743	0.910934274603743
TRAV20-R	TRAV20		R		0.7307511647917241	-0.730751164791725
CKMT1A-P-T441	CKMT1A	T441	P		0.819631162410818	-0.819631162410817
MRPL21-R	MRPL21		R		-0.253467265118057	0.253467265118054
GCDH-R	GCDH		R		-0.102228732224694	0.10222873222469
CTNND2-G	CTNND2		G		-0.301661901111975	0.301661901111977
CTNND1-G	CTNND1		G		-0.1564366638565059	0.1564366638565059
NCCRP1-P-S28	NCCRP1	S28	P		-0.765957424663807	0.765957424663807
GRAMD1C-R	GRAMD1C		R		-0.016696999215618	0.016696999215618
ZNF766-R	ZNF766		R		0.8111096775069191	-0.811109677506925
CDH9-G	CDH9		G		0.5265660549946599	-0.5265660549946599
ZFYVE16-P-S939	ZFYVE16	S939	P		0.9912968098960908	-0.99129680989609
CDH8-G	CDH8		G		-0.908797550076313	0.908797550076312
CDH6-G	CDH6		G		0.875794052084431	-0.8757940520844301
CDH5-G	CDH5		G		2.24170056004E-4	-2.24170056004E-4
OR4M1-R	OR4M1		R		0.944794553195427	-0.944794553195424
PDLIM3-P-S18	PDLIM3	S18	P		0.5456429488274629	-0.5456429488274629
CDH3-G	CDH3		G		-0.313276285453734	0.313276285453734
APMAP-G	APMAP		G		0.39672699374824	-0.396726993748241
CDH2-G	CDH2		G		0.8130866212554342	-0.8130866212554342
CDH1-G	CDH1		G		-0.0041512879138259	0.0041512879138259
MICALL1-P-S309	MICALL1	S309	P		0.858655335965376	-0.858655335965376
ARHGEF17-P-S829	ARHGEF17	S829	P		0.739921195541468	-0.739921195541468
CDK18-P-S163	CDK18	S163	P		0.676326908381248	-0.676326908381248
AKAP13-P-S1645	AKAP13	S1645	P		-0.8550407285941899	0.8550407285941899
GPT2-G	GPT2		G		0.772308129581652	-0.7723081295816501
NHSL2-P-S576	NHSL2	S576	P		0.339568581282506	-0.339568581282506
EIF2S2-P-T111	EIF2S2	T111	P		0.9288923297952768	-0.9288923297952768
AHNAK-P-S41	AHNAK	S41	P		-0.9379220469251558	0.9379220469251558
UGP2-P-S13	UGP2	S13	P		0.454025789349501	-0.4540257893495021
DOCK7-P-S946	DOCK7	S946	P		-0.622782196891047	0.622782196891048
MAML3-R	MAML3		R		0.934339610101134	-0.934339610101132
CLTB-R	CLTB		R		0.953982116563821	-0.953982116563816
PPP1R12B-P-S21-S25	PPP1R12B	S21|S25	P		0.998768628262179	-0.998768628262179
KCNK5-R	KCNK5		R		-0.929333271223058	0.929333271223068
WARS2-R	WARS2		R		-0.4143647890874361	0.414364789087444
TRMT1L-R	TRMT1L		R		-0.0427513464543399	0.0427513464543389
FLG-P-S509	FLG	S509	P		-0.834533509714687	0.834533509714686
ARHGAP21-P-S924	ARHGAP21	S924	P		-0.83760823303937	0.83760823303937
SPECC1-P-S810	SPECC1	S810	P		0.6319538285627609	-0.63195382856276
EPPK1-P-S3249	EPPK1	S3249	P		0.8287711124588671	-0.8287711124588671
AHNAK-P-S5318	AHNAK	S5318	P		0.8696061463229491	-0.8696061463229491
MUSTN1-G	MUSTN1		G		0.247283100374384	-0.247283100374385
RMND5A-R	RMND5A		R		-0.0028967650313662	0.002896765031366
LDB1-P-S410	LDB1	S410	P		-0.627780973250821	0.627780973250821
MARCKS-P-T150	MARCKS	T150	P		0.933548673054543	-0.933548673054544
ARHGEF11-P-S1520	ARHGEF11	S1520	P		-0.8243079446938429	0.8243079446938442
CTTNBP2-P-S1542	CTTNBP2	S1542	P		-0.963773317968534	0.9637733179685348
HPS6-R	HPS6		R		-0.5658178990618671	0.565817899061874
RBM5-P-S624	RBM5	S624	P		0.8915663797169789	-0.8915663797169789
UBXN2B-P-S216	UBXN2B	S216	P		0.530758559587129	-0.530758559587129
ZNF800-P-S2200	ZNF800	S2200	P		-0.564270897579757	0.564270897579756
CDK9-G	CDK9		G		-0.0368281182100086	0.0368281182100089
CDK8-G	CDK8		G		-0.99522775304775	0.99522775304775
CDK7-G	CDK7		G		-0.974310881023473	0.974310881023473
CDK6-G	CDK6		G		0.0066048623055782	-0.0066048623055782
C1QA-R	C1QA		R		0.4254705114600129	-0.425470511459991
SMN1-P-S28-S31	SMN1	S28|S31	P		0.970415975608023	-0.970415975608023
CDK5-G	CDK5		G		-0.206617705386083	0.206617705386083
CDK4-G	CDK4		G		0.742981710392605	-0.742981710392605
CDK3-G	CDK3		G		0.9495088659092192	-0.9495088659092192
CDK2-G	CDK2		G		-0.219323092872307	0.219323092872307
CDK1-G	CDK1		G		-0.4205921951992769	0.420592195199279
SRRM2-P-S1421	SRRM2	S1421	P		0.907431585420211	-0.907431585420211
WRAP53-G	WRAP53		G		-0.506280729691766	0.506280729691766
GAB4-R	GAB4		R		0.903285212431463	-0.903285212431468
ITIH4-R	ITIH4		R		-0.612019619738209	0.6120196197382061
FNDC3A-P-S203	FNDC3A	S203	P		-0.436470815293377	0.436470815293379
SLC6A19-R	SLC6A19		R		0.655260584728297	-0.6552605847282951
ZMYND10-R	ZMYND10		R		-0.0257983739418526	0.025798373941851
RFX7-P-T314	RFX7	T314	P		0.870172089760973	-0.8701720897609722
MCM2-P-T106	MCM2	T106	P		0.5626927700841429	-0.5626927700841429
PTTG1IP-P-Y174	PTTG1IP	Y174	P		0.92826298863121	-0.92826298863121
GSE1-R	GSE1		R		0.8140049327243909	-0.81400493272439
RPL7-P-S129	RPL7	S129	P		0.90735284892806	-0.90735284892806
SSH3-P-T17	SSH3	T17	P		0.942952118530038	-0.942952118530038
TCF12-R	TCF12		R		0.570621800948575	-0.570621800948572
ANXA2R-R	ANXA2R		R		-0.9828994256246129	0.982899425624612
SVIL-R	SVIL		R		0.147124077122302	-0.147124077122298
